# PRETRAINING
#                 K,       elapsed time,   acceptance ratio 
   3.0433072787e+00,   6.5956425827e-01,   8.1213561569e-03,   1.0000000000e+00,   4.6530885880e+00,   9.8230000000e-01
   3.0377955472e+00,   8.1369296567e-01,   9.0204931443e-03,   1.0000000000e+00,   5.2408166320e+00,   9.7980000000e-01
   3.0773166475e+00,   5.1452055731e+00,   2.2683045592e-02,   1.0000000000e+00,   4.7156491200e+00,   9.8150000000e-01
   3.0244851897e+00,   6.4492680090e-01,   8.0307334715e-03,   1.0000000000e+00,   4.6985490860e+00,   9.7920000000e-01
   3.0248028874e+00,   8.2847300177e-01,   9.1020492296e-03,   1.0000000000e+00,   5.4682630910e+00,   9.7980000000e-01
   3.0316044804e+00,   1.8782394306e+00,   1.3704887561e-02,   1.0000000000e+00,   4.6890027210e+00,   9.7930000000e-01
   3.0493807083e+00,   1.6744012615e+00,   1.2939865770e-02,   1.0000000000e+00,   4.5173387980e+00,   9.8000000000e-01
   3.0600298248e+00,   7.7731636651e+00,   2.7880393945e-02,   1.0000000000e+00,   4.9326116160e+00,   9.7630000000e-01
   3.0277065891e+00,   9.9316412098e-01,   9.9657619928e-03,   1.0000000000e+00,   5.2701759650e+00,   9.7940000000e-01
   3.0455536444e+00,   7.6903574525e-01,   8.7694683148e-03,   1.0000000000e+00,   5.2630850740e+00,   9.8040000000e-01
   3.0592547787e+00,   8.3652362684e-01,   9.1461665568e-03,   1.0000000000e+00,   5.2212079980e+00,   9.7990000000e-01
   3.0361053673e+00,   6.3774108965e-01,   7.9858693306e-03,   1.0000000000e+00,   4.3686034220e+00,   9.7770000000e-01
   3.0400411492e+00,   9.2659754119e-01,   9.6259936692e-03,   1.0000000000e+00,   4.6627955870e+00,   9.8040000000e-01
   3.0718292931e+00,   6.2013895077e+00,   2.4902589238e-02,   1.0000000000e+00,   4.5291613530e+00,   9.8010000000e-01
   3.0363016915e+00,   6.6743631033e-01,   8.1696775354e-03,   1.0000000000e+00,   4.5542618200e+00,   9.7990000000e-01
   3.0485602970e+00,   1.3427990610e+00,   1.1587920698e-02,   1.0000000000e+00,   4.3079958370e+00,   9.8070000000e-01
   3.0432504745e+00,   8.5631357326e-01,   9.2537212691e-03,   1.0000000000e+00,   4.2856595430e+00,   9.8010000000e-01
   3.0774437477e+00,   1.4068643190e+00,   1.1861131139e-02,   1.0000000000e+00,   4.2377501300e+00,   9.7920000000e-01
   3.0629893227e+00,   2.1474413210e+00,   1.4654150678e-02,   1.0000000000e+00,   4.5196109210e+00,   9.7960000000e-01
   3.0484540361e+00,   9.1134039689e-01,   9.5464150177e-03,   1.0000000000e+00,   4.3651911890e+00,   9.8040000000e-01
   3.0353351932e+00,   9.2837043221e-01,   9.6351981412e-03,   1.0000000000e+00,   5.5426859570e+00,   9.8130000000e-01
   3.0396774290e+00,   7.8702901216e-01,   8.8714655619e-03,   1.0000000000e+00,   4.7802181550e+00,   9.8000000000e-01
   3.0515976177e+00,   1.6053936369e+00,   1.2670412925e-02,   1.0000000000e+00,   5.9608294550e+00,   9.8070000000e-01
   3.0375802500e+00,   7.1407580241e-01,   8.4503006007e-03,   1.0000000000e+00,   5.0416996940e+00,   9.7960000000e-01
   3.0207038486e+00,   6.1841738066e-01,   7.8639518097e-03,   1.0000000000e+00,   6.1558599310e+00,   9.8030000000e-01
   3.0497898335e+00,   8.4962154861e-01,   9.2174917879e-03,   1.0000000000e+00,   4.7926874890e+00,   9.7870000000e-01
   3.0273878621e+00,   5.5925251567e-01,   7.4783187661e-03,   1.0000000000e+00,   4.0695415120e+00,   9.7840000000e-01
   3.0530543308e+00,   7.2370962092e-01,   8.5071124415e-03,   1.0000000000e+00,   4.4666193330e+00,   9.7940000000e-01
   3.0171035801e+00,   7.1562778972e-01,   8.4594786466e-03,   1.0000000000e+00,   4.5276802410e+00,   9.7910000000e-01
   3.0584851462e+00,   1.3639565834e+00,   1.1678855181e-02,   1.0000000000e+00,   4.3349984380e+00,   9.8240000000e-01
   3.0264645786e+00,   6.0844955155e-01,   7.8003176317e-03,   1.0000000000e+00,   5.9650704800e+00,   9.8400000000e-01
   3.0533684249e+00,   1.4278304688e+00,   1.1949186034e-02,   1.0000000000e+00,   4.3336310280e+00,   9.8010000000e-01
   3.0377441305e+00,   6.5001176036e-01,   8.0623306826e-03,   1.0000000000e+00,   4.5358330790e+00,   9.8100000000e-01
   3.0437901837e+00,   1.9442525896e+00,   1.3943645827e-02,   1.0000000000e+00,   4.6704284150e+00,   9.7990000000e-01
   3.0502218177e+00,   1.3959858266e+00,   1.1815184411e-02,   1.0000000000e+00,   5.4196475290e+00,   9.8030000000e-01
   3.0272737387e+00,   7.1313834837e-01,   8.4447519109e-03,   1.0000000000e+00,   5.1351793620e+00,   9.8010000000e-01
   3.0475030626e+00,   1.2493807508e+00,   1.1177570178e-02,   1.0000000000e+00,   5.0215029360e+00,   9.8200000000e-01
   3.0698884203e+00,   2.2296101963e+00,   1.4931879307e-02,   1.0000000000e+00,   4.6273088540e+00,   9.8050000000e-01
   3.0557763610e+00,   2.0894321475e+00,   1.4454868202e-02,   1.0000000000e+00,   4.9451355050e+00,   9.8050000000e-01
   3.0514816370e+00,   2.3213838986e+00,   1.5236088404e-02,   1.0000000000e+00,   4.4733647430e+00,   9.8140000000e-01
   3.0573404142e+00,   1.3204562746e+00,   1.1491110802e-02,   1.0000000000e+00,   4.5587709540e+00,   9.8090000000e-01
   3.0433261936e+00,   8.3842322973e-01,   9.1565453623e-03,   1.0000000000e+00,   5.3460922860e+00,   9.8040000000e-01
   3.0841474002e+00,   2.1464276840e+01,   4.6329555189e-02,   1.0000000000e+00,   5.8849382320e+00,   9.7940000000e-01
   3.0697972973e+00,   1.4524622998e+00,   1.2051814385e-02,   1.0000000000e+00,   4.8116875430e+00,   9.7830000000e-01
   3.0713150393e+00,   2.0714841895e+00,   1.4392651561e-02,   1.0000000000e+00,   5.4157758140e+00,   9.7970000000e-01
   3.0457765258e+00,   2.5702830091e+00,   1.6032102199e-02,   1.0000000000e+00,   5.5325233860e+00,   9.7790000000e-01
   3.0414236080e+00,   1.6019834040e+00,   1.2656948305e-02,   1.0000000000e+00,   5.6463910080e+00,   9.8050000000e-01
   3.0586604841e+00,   1.4132407793e+00,   1.1887980398e-02,   1.0000000000e+00,   5.2485432050e+00,   9.8200000000e-01
   3.0455409482e+00,   1.1002448846e+00,   1.0489255858e-02,   1.0000000000e+00,   4.9501585620e+00,   9.7970000000e-01
   3.0509179021e+00,   1.1876230969e+00,   1.0897812152e-02,   1.0000000000e+00,   4.6701688470e+00,   9.7990000000e-01
   3.0565512948e+00,   6.7668877067e-01,   8.2261094733e-03,   1.0000000000e+00,   4.7784201660e+00,   9.8160000000e-01
   3.0537492482e+00,   7.6241532847e-01,   8.7316397570e-03,   1.0000000000e+00,   4.3557801670e+00,   9.7900000000e-01
   3.0778219781e+00,   9.7595879866e+00,   3.1240339285e-02,   1.0000000000e+00,   4.9697413040e+00,   9.7900000000e-01
   3.0219654608e+00,   5.2233968912e-01,   7.2273071688e-03,   1.0000000000e+00,   4.9904547190e+00,   9.7900000000e-01
   3.0316411095e+00,   8.6451807797e-01,   9.2979464290e-03,   1.0000000000e+00,   4.5868471370e+00,   9.8050000000e-01
   3.0400458789e+00,   8.8869586972e-01,   9.4270667215e-03,   1.0000000000e+00,   4.8603453760e+00,   9.8010000000e-01
   3.0373559584e+00,   7.7156632558e-01,   8.7838848216e-03,   1.0000000000e+00,   5.0438300410e+00,   9.8110000000e-01
   3.0587730119e+00,   1.2249022592e+00,   1.1067530254e-02,   1.0000000000e+00,   4.9744138260e+00,   9.8010000000e-01
   3.0308680587e+00,   7.6198108400e-01,   8.7291527882e-03,   1.0000000000e+00,   4.3784887170e+00,   9.7860000000e-01
   3.0260591811e+00,   1.4188942695e+00,   1.1911734842e-02,   1.0000000000e+00,   4.4661955440e+00,   9.8150000000e-01
   3.0790496007e+00,   8.0150481541e+00,   2.8310860379e-02,   1.0000000000e+00,   4.2904740400e+00,   9.7710000000e-01
   3.0708953351e+00,   5.8948900288e+00,   2.4279394615e-02,   1.0000000000e+00,   4.9650873950e+00,   9.8040000000e-01
   3.0458158116e+00,   2.3157840800e+00,   1.5217700483e-02,   1.0000000000e+00,   4.5074413550e+00,   9.7920000000e-01
   3.0241829858e+00,   7.5445319163e-01,   8.6859265000e-03,   1.0000000000e+00,   5.0524666640e+00,   9.7880000000e-01
   3.0346207372e+00,   7.4248576591e-01,   8.6167613748e-03,   1.0000000000e+00,   4.8069815700e+00,   9.7830000000e-01
   3.0532746577e+00,   1.6172412407e+00,   1.2717080013e-02,   1.0000000000e+00,   4.7657586920e+00,   9.8090000000e-01
   3.0422330268e+00,   1.1453676160e+00,   1.0702184898e-02,   1.0000000000e+00,   4.8933951160e+00,   9.8030000000e-01
   3.0252256638e+00,   7.2962459551e-01,   8.5418065742e-03,   1.0000000000e+00,   4.8221807440e+00,   9.7940000000e-01
   3.0619425557e+00,   1.1703019631e+00,   1.0818049561e-02,   1.0000000000e+00,   4.7236104420e+00,   9.8000000000e-01
   3.0393028574e+00,   5.5675469030e-01,   7.4615996295e-03,   1.0000000000e+00,   4.8037312620e+00,   9.7870000000e-01
   3.0558222513e+00,   6.7208238049e+00,   2.5924551693e-02,   1.0000000000e+00,   4.5689191010e+00,   9.7970000000e-01
   3.0265183048e+00,   1.1650696240e+00,   1.0793839095e-02,   1.0000000000e+00,   4.6308917900e+00,   9.7790000000e-01
   3.0432773275e+00,   1.5338254111e+00,   1.2384770531e-02,   1.0000000000e+00,   4.8755694550e+00,   9.8170000000e-01
   3.0497823812e+00,   7.6056406124e-01,   8.7210324001e-03,   1.0000000000e+00,   5.6775506250e+00,   9.8010000000e-01
   3.0585962513e+00,   1.2754275019e+00,   1.1293482642e-02,   1.0000000000e+00,   5.0609711860e+00,   9.7990000000e-01
