# PRETRAINING
#                 K,       elapsed time,   acceptance ratio 
   2.2331587007e+00,   8.5789403444e-02,   2.9289828174e-03,   1.8200000000e-01,   4.0065759820e+00,   9.7970000000e-01
   2.2278579751e+00,   1.1399071618e-01,   3.3762511189e-03,   1.8300000000e-01,   4.0630913120e+00,   9.8030000000e-01
   2.2250418612e+00,   1.2869685464e-01,   3.5874343847e-03,   1.8400000000e-01,   4.0322289250e+00,   9.8190000000e-01
   2.2264411345e+00,   2.9164757193e-01,   5.4004404629e-03,   1.8500000000e-01,   4.0087052320e+00,   9.8230000000e-01
   2.2259123004e+00,   7.5713677832e-02,   2.7516118518e-03,   1.8600000000e-01,   4.0999236010e+00,   9.8100000000e-01
   2.2286728055e+00,   1.2772774237e-01,   3.5739018225e-03,   1.8700000000e-01,   4.3870912910e+00,   9.8070000000e-01
   2.2384919582e+00,   2.6315896806e-01,   5.1299022218e-03,   1.8800000000e-01,   4.0218144990e+00,   9.8120000000e-01
   2.2308516040e+00,   2.6110422058e-01,   5.1098358151e-03,   1.8900000000e-01,   4.5676407300e+00,   9.7890000000e-01
   2.2368463680e+00,   1.0816551206e-01,   3.2888525667e-03,   1.9000000000e-01,   4.0003915110e+00,   9.8140000000e-01
   2.2400898473e+00,   1.5195029037e-01,   3.8980801733e-03,   1.9100000000e-01,   3.9955691770e+00,   9.8410000000e-01
   2.2277277932e+00,   7.5149266718e-02,   2.7413366579e-03,   1.9200000000e-01,   3.9929629180e+00,   9.8310000000e-01
   2.2361835221e+00,   9.7399159273e-02,   3.1208838375e-03,   1.9300000000e-01,   4.0365433870e+00,   9.8000000000e-01
   2.2463279585e+00,   2.5442222888e-01,   5.0440284384e-03,   1.9400000000e-01,   4.0616249410e+00,   9.7890000000e-01
   2.2410842699e+00,   1.5091218998e-01,   3.8847418186e-03,   1.9500000000e-01,   4.0222334550e+00,   9.8200000000e-01
   2.2366052414e+00,   1.0313446777e-01,   3.2114555542e-03,   1.9600000000e-01,   4.0513041340e+00,   9.8180000000e-01
   2.2384642853e+00,   7.3177445185e-02,   2.7051329946e-03,   1.9700000000e-01,   4.0603383260e+00,   9.8160000000e-01
   2.2447026149e+00,   2.5458100570e-01,   5.0456021019e-03,   1.9800000000e-01,   4.0047190000e+00,   9.8210000000e-01
   2.2334045186e+00,   1.3735499579e-01,   3.7061434914e-03,   1.9900000000e-01,   4.0144793030e+00,   9.8090000000e-01
   2.2438489481e+00,   1.5296550712e-01,   3.9110805045e-03,   2.0000000000e-01,   4.0448912690e+00,   9.8060000000e-01
   2.2483275547e+00,   9.1578562127e-02,   3.0261950057e-03,   2.0100000000e-01,   4.0524522490e+00,   9.7850000000e-01
   2.2457544308e+00,   1.4169684607e-01,   3.7642641521e-03,   2.0200000000e-01,   4.1605450720e+00,   9.7930000000e-01
   2.2525043532e+00,   1.3659457570e-01,   3.6958703399e-03,   2.0300000000e-01,   4.0345014340e+00,   9.8070000000e-01
   2.2490230234e+00,   9.2841880886e-02,   3.0469965685e-03,   2.0400000000e-01,   4.1883542750e+00,   9.8030000000e-01
   2.2515049754e+00,   1.0836295903e-01,   3.2918529589e-03,   2.0500000000e-01,   4.5461257460e+00,   9.8170000000e-01
   2.2553525414e+00,   1.3520322698e-01,   3.6769991431e-03,   2.0600000000e-01,   4.0793519630e+00,   9.8330000000e-01
   2.2462707919e+00,   9.0051772874e-02,   3.0008627572e-03,   2.0700000000e-01,   4.0047859670e+00,   9.8290000000e-01
   2.2576351785e+00,   1.8134198858e-01,   4.2584268055e-03,   2.0800000000e-01,   4.0195263810e+00,   9.8020000000e-01
   2.2534896185e+00,   1.0687921750e-01,   3.2692387110e-03,   2.0900000000e-01,   4.0234123610e+00,   9.7920000000e-01
   2.2588916539e+00,   1.6922807044e-01,   4.1137339540e-03,   2.1000000000e-01,   4.2209354980e+00,   9.7980000000e-01
   2.2608454681e+00,   7.6722077429e-01,   8.7591139637e-03,   2.1100000000e-01,   4.8900551850e+00,   9.8090000000e-01
   2.2651736465e+00,   1.4829683045e-01,   3.8509327500e-03,   2.1200000000e-01,   7.6400450640e+00,   9.8340000000e-01
   2.2619170211e+00,   1.2660885146e-01,   3.5582137578e-03,   2.1300000000e-01,   4.1669508740e+00,   9.8100000000e-01
   2.2636258853e+00,   1.2483187254e-01,   3.5331554246e-03,   2.1400000000e-01,   4.7084810980e+00,   9.8370000000e-01
   2.2569224396e+00,   1.6801216581e-01,   4.0989287113e-03,   2.1500000000e-01,   4.4859811730e+00,   9.8030000000e-01
   2.2477257473e+00,   5.9621968576e-02,   2.4417610157e-03,   2.1600000000e-01,   4.0209252170e+00,   9.8150000000e-01
   2.2699571734e+00,   2.0934763242e-01,   4.5754522445e-03,   2.1700000000e-01,   4.7596782950e+00,   9.7880000000e-01
   2.2677216289e+00,   1.2340123788e-01,   3.5128512334e-03,   2.1800000000e-01,   4.2024285460e+00,   9.8360000000e-01
   2.2557847737e+00,   8.6235456213e-02,   2.9365874108e-03,   2.1900000000e-01,   3.9935991120e+00,   9.8160000000e-01
   2.2662047903e+00,   1.7943357837e-01,   4.2359600844e-03,   2.2000000000e-01,   4.0077992200e+00,   9.8180000000e-01
   2.2951000607e+00,   7.0508975552e+00,   2.6553526235e-02,   2.2100000000e-01,   4.0199123980e+00,   9.8230000000e-01
   2.2864812664e+00,   1.1993223798e+00,   1.0951357814e-02,   2.2200000000e-01,   4.0221295250e+00,   9.8210000000e-01
   2.2762667586e+00,   1.8918452202e-01,   4.3495347110e-03,   2.2300000000e-01,   3.9528714180e+00,   9.8110000000e-01
   2.2615713034e+00,   1.2752352784e-01,   3.5710436548e-03,   2.2400000000e-01,   4.1254912670e+00,   9.8220000000e-01
   2.2704838303e+00,   8.2101580764e-02,   2.8653373408e-03,   2.2500000000e-01,   4.4551577800e+00,   9.8230000000e-01
   2.2805435385e+00,   1.2919679433e-01,   3.5943955588e-03,   2.2600000000e-01,   4.0263667970e+00,   9.7990000000e-01
   2.2692059064e+00,   1.0790031415e-01,   3.2848183230e-03,   2.2700000000e-01,   4.0209768840e+00,   9.8310000000e-01
   2.2743457827e+00,   1.6497585062e-01,   4.0617219332e-03,   2.2800000000e-01,   4.1864718160e+00,   9.8270000000e-01
   2.2783915017e+00,   1.4298748935e-01,   3.7813686590e-03,   2.2900000000e-01,   3.9732727330e+00,   9.8060000000e-01
   2.2785295732e+00,   1.1424187138e-01,   3.3799685115e-03,   2.3000000000e-01,   4.0080658070e+00,   9.8260000000e-01
   2.2735916923e+00,   1.5278678394e-01,   3.9087950054e-03,   2.3100000000e-01,   4.0468368100e+00,   9.8010000000e-01
   2.2720668253e+00,   9.5724504796e-02,   3.0939376981e-03,   2.3200000000e-01,   4.0673968740e+00,   9.8240000000e-01
   2.2791807405e+00,   2.7486016499e-01,   5.2427107969e-03,   2.3300000000e-01,   4.6816676240e+00,   9.8110000000e-01
   2.2793804457e+00,   1.9802850854e-01,   4.4500394216e-03,   2.3400000000e-01,   4.1351375250e+00,   9.8040000000e-01
   2.2910124511e+00,   3.9069013251e-01,   6.2505210383e-03,   2.3500000000e-01,   4.0364129430e+00,   9.7880000000e-01
   2.2876142554e+00,   1.5968397538e-01,   3.9960477397e-03,   2.3600000000e-01,   4.0827029930e+00,   9.8300000000e-01
   2.2914111373e+00,   6.6332584100e-01,   8.1444818190e-03,   2.3700000000e-01,   4.0076884320e+00,   9.7890000000e-01
   2.2926286903e+00,   2.1709798738e-01,   4.6593775054e-03,   2.3800000000e-01,   4.0065897160e+00,   9.8240000000e-01
   2.2795073299e+00,   7.3972593479e-02,   2.7197903132e-03,   2.3900000000e-01,   4.1222189480e+00,   9.8050000000e-01
   2.2898416789e+00,   8.8563671935e-02,   2.9759649181e-03,   2.4000000000e-01,   4.1368860940e+00,   9.8030000000e-01
   2.2894291673e+00,   1.4645915514e-01,   3.8269982381e-03,   2.4100000000e-01,   4.0367819750e+00,   9.7800000000e-01
   2.2938282819e+00,   1.1931019191e-01,   3.4541307432e-03,   2.4200000000e-01,   4.0796346960e+00,   9.8500000000e-01
   2.2874678262e+00,   1.4456756372e-01,   3.8022041465e-03,   2.4300000000e-01,   4.1213354220e+00,   9.7920000000e-01
   2.2900753591e+00,   1.6613269585e-01,   4.0759378780e-03,   2.4400000000e-01,   4.0265627190e+00,   9.8280000000e-01
   2.2911230371e+00,   3.0983483802e-01,   5.5662809669e-03,   2.4500000000e-01,   3.9901825020e+00,   9.8180000000e-01
   2.3048166561e+00,   1.8922937370e-01,   4.3500502721e-03,   2.4600000000e-01,   4.3069276050e+00,   9.8150000000e-01
   2.2925413924e+00,   1.6550293600e-01,   4.0682052063e-03,   2.4700000000e-01,   4.3015695180e+00,   9.8010000000e-01
   2.2954762114e+00,   1.0248338982e-01,   3.2013027007e-03,   2.4800000000e-01,   4.0560214410e+00,   9.8030000000e-01
   2.2943904729e+00,   1.8317359193e-01,   4.2798784086e-03,   2.4900000000e-01,   4.0408731160e+00,   9.8190000000e-01
   2.2984163069e+00,   1.4456232723e-01,   3.8021352847e-03,   2.5000000000e-01,   4.0090445800e+00,   9.8240000000e-01
   2.2925367748e+00,   1.8367242220e-01,   4.2857020685e-03,   2.5100000000e-01,   4.0051681030e+00,   9.8190000000e-01
   2.2930320501e+00,   1.4891635620e-01,   3.8589682067e-03,   2.5200000000e-01,   3.9985400020e+00,   9.8290000000e-01
   2.2928894074e+00,   9.7403916802e-02,   3.1209600575e-03,   2.5300000000e-01,   4.0100255120e+00,   9.8210000000e-01
   2.3060420386e+00,   2.1858752395e-01,   4.6753344688e-03,   2.5400000000e-01,   4.2325490330e+00,   9.8330000000e-01
   2.3086625160e+00,   1.2632859070e-01,   3.5542733533e-03,   2.5500000000e-01,   4.0293440430e+00,   9.8170000000e-01
   2.3075443975e+00,   1.6088334521e-01,   4.0110266168e-03,   2.5600000000e-01,   4.0000405700e+00,   9.7950000000e-01
   2.3028682738e+00,   1.8066075626e-01,   4.2504206411e-03,   2.5700000000e-01,   4.0399429190e+00,   9.8180000000e-01
   2.3134636753e+00,   2.6242193175e-01,   5.1227134582e-03,   2.5800000000e-01,   4.0289717530e+00,   9.8110000000e-01
   2.3127097157e+00,   3.0941212644e-01,   5.5624825972e-03,   2.5900000000e-01,   4.0875925470e+00,   9.7890000000e-01
   2.3070998538e+00,   1.7262815050e-01,   4.1548543957e-03,   2.6000000000e-01,   4.0176192110e+00,   9.8290000000e-01
   2.3118072712e+00,   1.1290086608e-01,   3.3600724112e-03,   2.6100000000e-01,   3.9966665710e+00,   9.8190000000e-01
   2.3097539421e+00,   1.2129336098e-01,   3.4827196410e-03,   2.6200000000e-01,   4.0549172400e+00,   9.8300000000e-01
   2.3137358154e+00,   1.4403884855e-01,   3.7952450322e-03,   2.6300000000e-01,   4.0229032980e+00,   9.8080000000e-01
   2.3176008291e+00,   2.5554502752e-01,   5.0551461652e-03,   2.6400000000e-01,   4.0523050710e+00,   9.8150000000e-01
   2.3142189636e+00,   1.0435969301e-01,   3.2304750890e-03,   2.6500000000e-01,   4.0516193430e+00,   9.8210000000e-01
   2.3161355796e+00,   2.0837634607e-01,   4.5648258025e-03,   2.6600000000e-01,   4.0003455840e+00,   9.8190000000e-01
   2.3146956032e+00,   2.6043732701e-01,   5.1033060560e-03,   2.6700000000e-01,   4.0096085690e+00,   9.8170000000e-01
   2.3207326781e+00,   1.7140867134e-01,   4.1401530327e-03,   2.6800000000e-01,   4.0136435260e+00,   9.8340000000e-01
   2.3256955974e+00,   1.8663024448e-01,   4.3200722735e-03,   2.6900000000e-01,   4.1726621600e+00,   9.8140000000e-01
   2.3234350988e+00,   1.5103920121e-01,   3.8863762197e-03,   2.7000000000e-01,   3.9970543030e+00,   9.8210000000e-01
   2.3223095105e+00,   1.9010023595e-01,   4.3600485771e-03,   2.7100000000e-01,   3.9846848930e+00,   9.8250000000e-01
   2.3269828099e+00,   1.6619058891e-01,   4.0766479969e-03,   2.7200000000e-01,   4.0823634150e+00,   9.8180000000e-01
   2.3247754802e+00,   1.2859852571e-01,   3.5860636596e-03,   2.7300000000e-01,   4.0335876010e+00,   9.8140000000e-01
   2.3368859020e+00,   5.6211424488e-01,   7.4974278581e-03,   2.7400000000e-01,   4.0552431680e+00,   9.7990000000e-01
   2.3220191543e+00,   1.3343481221e-01,   3.6528730091e-03,   2.7500000000e-01,   3.9995129920e+00,   9.8070000000e-01
   2.3248985429e+00,   9.8155290132e-02,   3.1329744674e-03,   2.7600000000e-01,   4.3837876440e+00,   9.7990000000e-01
   2.3230019554e+00,   2.7889885003e-01,   5.2810874830e-03,   2.7700000000e-01,   4.1679587810e+00,   9.8290000000e-01
   2.3388210718e+00,   2.6059330940e-01,   5.1048340757e-03,   2.7800000000e-01,   3.9890118290e+00,   9.8180000000e-01
   2.3298232495e+00,   1.4166334316e-01,   3.7638191131e-03,   2.7900000000e-01,   4.0229700720e+00,   9.8010000000e-01
   2.3283154625e+00,   3.0856810862e-01,   5.5548907156e-03,   2.8000000000e-01,   4.0635399310e+00,   9.8080000000e-01
   2.3304176007e+00,   1.3359169876e-01,   3.6550198188e-03,   2.8100000000e-01,   3.9948656970e+00,   9.8150000000e-01
   2.3362553640e+00,   1.2599616692e-01,   3.5495938770e-03,   2.8200000000e-01,   3.9936568780e+00,   9.7960000000e-01
   2.3402922514e+00,   2.9202120276e-01,   5.4038986182e-03,   2.8300000000e-01,   4.1461767950e+00,   9.8260000000e-01
   2.3351333181e+00,   2.2742929998e-01,   4.7689548119e-03,   2.8400000000e-01,   4.3842092400e+00,   9.8340000000e-01
   2.3443694814e+00,   2.2718380465e-01,   4.7663802266e-03,   2.8500000000e-01,   4.0287351080e+00,   9.8030000000e-01
   2.3376461213e+00,   1.5277305068e-01,   3.9086193301e-03,   2.8600000000e-01,   3.9987267330e+00,   9.8150000000e-01
   2.3429803600e+00,   2.0796093060e-01,   4.5602733536e-03,   2.8700000000e-01,   4.0756287440e+00,   9.8150000000e-01
   2.3371933297e+00,   1.9061490232e-01,   4.3659466594e-03,   2.8800000000e-01,   4.0260646470e+00,   9.8330000000e-01
   2.3494411038e+00,   4.4900082822e-01,   6.7007524071e-03,   2.8900000000e-01,   4.0229033080e+00,   9.8130000000e-01
   2.3411521799e+00,   1.9124751624e-01,   4.3731855237e-03,   2.9000000000e-01,   4.0289260850e+00,   9.7980000000e-01
   2.3410223472e+00,   1.6348960020e-01,   4.0433847232e-03,   2.9100000000e-01,   4.0721344270e+00,   9.8160000000e-01
   2.3476874941e+00,   1.9318088923e-01,   4.3952347973e-03,   2.9200000000e-01,   4.6715508740e+00,   9.8170000000e-01
   2.3506088238e+00,   1.9334296557e-01,   4.3970781841e-03,   2.9300000000e-01,   4.1600103320e+00,   9.8160000000e-01
   2.3444574302e+00,   1.9022433596e-01,   4.3614714943e-03,   2.9400000000e-01,   4.0853971450e+00,   9.8250000000e-01
   2.3536968508e+00,   4.7733495906e-01,   6.9089431830e-03,   2.9500000000e-01,   4.0296212380e+00,   9.8190000000e-01
   2.3532486026e+00,   1.7705322660e-01,   4.2077693211e-03,   2.9600000000e-01,   4.0186845290e+00,   9.8100000000e-01
   2.3603082136e+00,   3.4249231431e-01,   5.8522842917e-03,   2.9700000000e-01,   4.0310709850e+00,   9.8110000000e-01
   2.3482803379e+00,   1.4984005746e-01,   3.8709179461e-03,   2.9800000000e-01,   4.1960266590e+00,   9.8080000000e-01
   2.3655428327e+00,   3.0024441010e-01,   5.4794562695e-03,   2.9900000000e-01,   4.0824773460e+00,   9.8080000000e-01
   2.3586287644e+00,   7.3271883637e-01,   8.5598997446e-03,   3.0000000000e-01,   4.0101010850e+00,   9.8170000000e-01
   2.3528810599e+00,   2.8919842506e-01,   5.3777172208e-03,   3.0100000000e-01,   4.0523579350e+00,   9.8190000000e-01
   2.3591228155e+00,   2.7956450491e-01,   5.2873859790e-03,   3.0200000000e-01,   4.0453180150e+00,   9.8290000000e-01
   2.3504565125e+00,   1.5411290727e-01,   3.9257216824e-03,   3.0300000000e-01,   4.0030783160e+00,   9.7940000000e-01
   2.3575130803e+00,   1.9128445571e-01,   4.3736078437e-03,   3.0400000000e-01,   4.0398591910e+00,   9.8080000000e-01
   2.3635967510e+00,   2.4458391902e-01,   4.9455426297e-03,   3.0500000000e-01,   4.0443780570e+00,   9.8050000000e-01
   2.3596407346e+00,   1.2959768133e-01,   3.5999677961e-03,   3.0600000000e-01,   4.6053706060e+00,   9.8060000000e-01
   2.3659004192e+00,   1.2498000593e-01,   3.5352511357e-03,   3.0700000000e-01,   4.0901430190e+00,   9.8210000000e-01
   2.3605110257e+00,   2.2168234796e-01,   4.7083154945e-03,   3.0800000000e-01,   4.0139125800e+00,   9.8330000000e-01
   2.3695413174e+00,   2.3876536487e-01,   4.8863622959e-03,   3.0900000000e-01,   4.0146209850e+00,   9.8120000000e-01
   2.3681066170e+00,   3.2024609410e-01,   5.6590290165e-03,   3.1000000000e-01,   4.0229337290e+00,   9.8150000000e-01
   2.3705764248e+00,   1.4356963892e-01,   3.7890584440e-03,   3.1100000000e-01,   4.0080383130e+00,   9.8120000000e-01
   2.3777567119e+00,   2.7687931553e-01,   5.2619323022e-03,   3.1200000000e-01,   4.0286556850e+00,   9.8130000000e-01
   2.3705853103e+00,   1.4650190545e-01,   3.8275567331e-03,   3.1300000000e-01,   4.2248683440e+00,   9.8100000000e-01
   2.3696683597e+00,   2.1623632344e-01,   4.6501217558e-03,   3.1400000000e-01,   4.0080603230e+00,   9.8200000000e-01
   2.3829835243e+00,   1.2099920238e+00,   1.0999963744e-02,   3.1500000000e-01,   4.0559559770e+00,   9.7780000000e-01
   2.3760955214e+00,   1.9383638001e-01,   4.4026853170e-03,   3.1600000000e-01,   4.0921200920e+00,   9.8210000000e-01
   2.3741306449e+00,   3.0752017662e-01,   5.5454501767e-03,   3.1700000000e-01,   4.0186534890e+00,   9.8350000000e-01
   2.3627331115e+00,   1.3609026851e-01,   3.6890414542e-03,   3.1800000000e-01,   3.9983447120e+00,   9.8140000000e-01
   2.3871344339e+00,   8.3605287594e-01,   9.1435927072e-03,   3.1900000000e-01,   4.0313872220e+00,   9.8040000000e-01
   2.3852996562e+00,   4.0586291377e-01,   6.3707371141e-03,   3.2000000000e-01,   4.0292679450e+00,   9.7980000000e-01
   2.3732359876e+00,   1.9201633014e-01,   4.3819667975e-03,   3.2100000000e-01,   4.0848890640e+00,   9.8120000000e-01
   2.3789180655e+00,   1.9686236560e-01,   4.4369174614e-03,   3.2200000000e-01,   4.2322743720e+00,   9.8410000000e-01
   2.3725615805e+00,   2.1457502031e-01,   4.6322243071e-03,   3.2300000000e-01,   4.0756833370e+00,   9.8240000000e-01
   2.3794580465e+00,   2.4808844366e-01,   4.9808477557e-03,   3.2400000000e-01,   4.0221281880e+00,   9.8380000000e-01
   2.3744046184e+00,   1.5854406311e-01,   3.9817591980e-03,   3.2500000000e-01,   4.0288700820e+00,   9.8280000000e-01
   2.3929443609e+00,   2.8235718491e-01,   5.3137292452e-03,   3.2600000000e-01,   4.0167543230e+00,   9.8260000000e-01
   2.3781341330e+00,   2.2816200766e-01,   4.7766306918e-03,   3.2700000000e-01,   4.0763958960e+00,   9.8310000000e-01
   2.3787918412e+00,   1.7848497801e-01,   4.2247482530e-03,   3.2800000000e-01,   4.2367581730e+00,   9.8310000000e-01
   2.3801978922e+00,   1.5939396452e-01,   3.9924173695e-03,   3.2900000000e-01,   3.9953395250e+00,   9.8100000000e-01
   2.3851735923e+00,   2.1799604785e-01,   4.6690046889e-03,   3.3000000000e-01,   4.0889153130e+00,   9.8200000000e-01
   2.4021571971e+00,   6.5075753916e-01,   8.0669544387e-03,   3.3100000000e-01,   4.1510017190e+00,   9.8190000000e-01
   2.3950650181e+00,   3.3143103703e-01,   5.7570047510e-03,   3.3200000000e-01,   4.1156445910e+00,   9.8250000000e-01
   2.3996014088e+00,   2.3013351993e-01,   4.7972233628e-03,   3.3300000000e-01,   4.0031408660e+00,   9.8230000000e-01
   2.4009438326e+00,   3.4231881641e-01,   5.8508017947e-03,   3.3400000000e-01,   3.9845721190e+00,   9.8030000000e-01
   2.3993994880e+00,   3.7970897825e-01,   6.1620530527e-03,   3.3500000000e-01,   4.4530431040e+00,   9.8320000000e-01
   2.3971513574e+00,   2.6284704265e-01,   5.1268610538e-03,   3.3600000000e-01,   4.2023776820e+00,   9.8280000000e-01
   2.4044251655e+00,   2.6568146918e-01,   5.1544298345e-03,   3.3700000000e-01,   4.0420008410e+00,   9.8200000000e-01
   2.4030163611e+00,   3.3081801188e-01,   5.7516781193e-03,   3.3800000000e-01,   4.2868981160e+00,   9.8090000000e-01
   2.3967930866e+00,   2.0489745595e-01,   4.5265600179e-03,   3.3900000000e-01,   5.4070055050e+00,   9.8410000000e-01
   2.3956076644e+00,   1.8386594742e-01,   4.2879592747e-03,   3.4000000000e-01,   5.7768664210e+00,   9.8060000000e-01
   2.3969551159e+00,   2.1613086422e-01,   4.6489876771e-03,   3.4100000000e-01,   5.1544467490e+00,   9.8350000000e-01
   2.4039928036e+00,   2.6497115234e-01,   5.1475348697e-03,   3.4200000000e-01,   4.5254318030e+00,   9.8190000000e-01
   2.4019389890e+00,   2.5763466494e-01,   5.0757725022e-03,   3.4300000000e-01,   4.7633306290e+00,   9.7970000000e-01
   2.4007799178e+00,   1.2345667207e+00,   1.1111105799e-02,   3.4400000000e-01,   4.1066116640e+00,   9.8120000000e-01
   2.4256927191e+00,   4.4027332362e-01,   6.6353095151e-03,   3.4500000000e-01,   4.0031641160e+00,   9.8240000000e-01
   2.4007877249e+00,   1.4333425637e-01,   3.7859510875e-03,   3.4600000000e-01,   4.5359526440e+00,   9.8250000000e-01
   2.4163917716e+00,   6.0114727969e-01,   7.7533688142e-03,   3.4700000000e-01,   4.5482390040e+00,   9.8020000000e-01
   2.4241856306e+00,   1.7413322284e+00,   1.3195954791e-02,   3.4800000000e-01,   4.8009914260e+00,   9.8080000000e-01
   2.4059471431e+00,   4.7744370069e-01,   6.9097301011e-03,   3.4900000000e-01,   4.6795445550e+00,   9.8280000000e-01
   2.4114682713e+00,   4.1736321725e-01,   6.4603654482e-03,   3.5000000000e-01,   4.5511025520e+00,   9.8470000000e-01
   2.4079276332e+00,   2.5899961832e-01,   5.0892005101e-03,   3.5100000000e-01,   4.5213359190e+00,   9.7910000000e-01
   2.4070699390e+00,   5.2193767121e-01,   7.2245253907e-03,   3.5200000000e-01,   4.6324719120e+00,   9.7950000000e-01
   2.4061313742e+00,   2.0585024010e-01,   4.5370721847e-03,   3.5300000000e-01,   4.7927282620e+00,   9.8220000000e-01
   2.4257158105e+00,   7.6421994583e-01,   8.7419674321e-03,   3.5400000000e-01,   4.2955433650e+00,   9.7940000000e-01
   2.4132719131e+00,   2.7599778131e-01,   5.2535490985e-03,   3.5500000000e-01,   4.0547625160e+00,   9.8160000000e-01
   2.4389253022e+00,   2.2494252878e+00,   1.4998084170e-02,   3.5600000000e-01,   4.1581338060e+00,   9.7900000000e-01
   2.4145005506e+00,   2.6631245838e-01,   5.1605470483e-03,   3.5700000000e-01,   4.0221679370e+00,   9.8300000000e-01
   2.4281710460e+00,   1.9397005549e-01,   4.4042031684e-03,   3.5800000000e-01,   4.0510734240e+00,   9.8370000000e-01
   2.4144790298e+00,   2.7595391871e-01,   5.2531316252e-03,   3.5900000000e-01,   4.3398597600e+00,   9.8340000000e-01
   2.4282329607e+00,   4.0615482441e-01,   6.3730277295e-03,   3.6000000000e-01,   4.2426104130e+00,   9.8220000000e-01
   2.4376501684e+00,   5.5565949883e-01,   7.4542571651e-03,   3.6100000000e-01,   4.9846554610e+00,   9.8040000000e-01
   2.4280766729e+00,   2.4371889618e-01,   4.9367894039e-03,   3.6200000000e-01,   5.2601318920e+00,   9.8170000000e-01
   2.4259290066e+00,   2.7970933937e-01,   5.2887554242e-03,   3.6300000000e-01,   4.2710770970e+00,   9.8050000000e-01
   2.4312433137e+00,   5.2863929188e-01,   7.2707585016e-03,   3.6400000000e-01,   4.1424809080e+00,   9.8230000000e-01
   2.4281894598e+00,   2.9613104976e-01,   5.4417924415e-03,   3.6500000000e-01,   4.0964610030e+00,   9.7970000000e-01
   2.4071138909e+00,   2.6112751869e-01,   5.1100637833e-03,   3.6600000000e-01,   4.0293296430e+00,   9.8170000000e-01
   2.4310491813e+00,   3.1454587866e-01,   5.6084389865e-03,   3.6700000000e-01,   4.0476344030e+00,   9.8350000000e-01
   2.4440821182e+00,   1.3059626775e+00,   1.1427872407e-02,   3.6800000000e-01,   5.1000112470e+00,   9.7980000000e-01
   2.4347711083e+00,   2.7626445870e-01,   5.2560865547e-03,   3.6900000000e-01,   5.0649639250e+00,   9.8160000000e-01
   2.4337691468e+00,   6.2412933769e-01,   7.9001856794e-03,   3.7000000000e-01,   4.3765789300e+00,   9.8410000000e-01
   2.4297764648e+00,   1.9616714172e-01,   4.4290759952e-03,   3.7100000000e-01,   4.4188684320e+00,   9.8310000000e-01
   2.4356997636e+00,   3.0820424973e-01,   5.5516146276e-03,   3.7200000000e-01,   4.3038494510e+00,   9.8160000000e-01
   2.4481147463e+00,   3.5032179529e-01,   5.9187988248e-03,   3.7300000000e-01,   4.0403727540e+00,   9.7830000000e-01
   2.4443655182e+00,   3.4919943849e-01,   5.9093099300e-03,   3.7400000000e-01,   4.3811132780e+00,   9.8300000000e-01
   2.4219512300e+00,   2.0448198912e-01,   4.5219684776e-03,   3.7500000000e-01,   4.3673889760e+00,   9.8380000000e-01
   2.4390549046e+00,   2.8471071795e-01,   5.3358290635e-03,   3.7600000000e-01,   4.5691268100e+00,   9.8250000000e-01
   2.4680783424e+00,   5.9793342390e+00,   2.4452677234e-02,   3.7700000000e-01,   4.5224921160e+00,   9.8180000000e-01
   2.4417591358e+00,   2.3663527647e-01,   4.8645172059e-03,   3.7800000000e-01,   4.7185184250e+00,   9.8200000000e-01
   2.4288529057e+00,   2.1967479863e-01,   4.6869478195e-03,   3.7900000000e-01,   4.5681866130e+00,   9.8220000000e-01
   2.4563487285e+00,   4.7355569380e-01,   6.8815383004e-03,   3.8000000000e-01,   4.4483680170e+00,   9.8080000000e-01
   2.4733249627e+00,   1.5123042804e+00,   1.2297578137e-02,   3.8100000000e-01,   4.2877518690e+00,   9.8100000000e-01
   2.4617812278e+00,   5.1706530919e-01,   7.1907253403e-03,   3.8200000000e-01,   4.3966338610e+00,   9.8240000000e-01
   2.4582502674e+00,   4.3260763939e-01,   6.5772915352e-03,   3.8300000000e-01,   4.0555617230e+00,   9.8230000000e-01
   2.4524052265e+00,   4.5565130848e-01,   6.7501948748e-03,   3.8400000000e-01,   4.2067504070e+00,   9.7820000000e-01
   2.4460457076e+00,   3.6815275038e-01,   6.0675592324e-03,   3.8500000000e-01,   4.1097560550e+00,   9.8230000000e-01
   2.4410285205e+00,   1.7014352159e-01,   4.1248457134e-03,   3.8600000000e-01,   3.9943628320e+00,   9.8270000000e-01
   2.4511824209e+00,   3.0817992955e-01,   5.5513955863e-03,   3.8700000000e-01,   4.0103040570e+00,   9.8300000000e-01
   2.4497010869e+00,   1.8135084903e-01,   4.2585308385e-03,   3.8800000000e-01,   4.0311404300e+00,   9.8320000000e-01
   2.4461319907e+00,   2.5646856498e-01,   5.0642725537e-03,   3.8900000000e-01,   4.2496277370e+00,   9.8280000000e-01
   2.4610612651e+00,   5.4539642106e-01,   7.3850959442e-03,   3.9000000000e-01,   4.5058086560e+00,   9.8070000000e-01
   2.4604213142e+00,   4.8925089838e-01,   6.9946472275e-03,   3.9100000000e-01,   4.0263109380e+00,   9.8160000000e-01
   2.4563626599e+00,   2.9725098568e-01,   5.4520728689e-03,   3.9200000000e-01,   4.0179350770e+00,   9.8030000000e-01
