# PRETRAINING
#                 K,       elapsed time,   acceptance ratio 
   4.7153199438e-02,   7.8757485200e-01,   9.3010000000e-01
   1.0988675151e-01,   8.1535448700e-01,   9.3610000000e-01
   1.1523413393e-01,   7.7027646700e-01,   9.3310000000e-01
   1.4512020660e-01,   7.9959758800e-01,   9.3070000000e-01
   1.9891297414e-01,   7.5750542000e-01,   9.3340000000e-01
   2.3704918693e-01,   7.5664213800e-01,   9.3020000000e-01
   2.7998351126e-01,   8.9434276000e-01,   9.3550000000e-01
   3.2607117007e-01,   7.4797071100e-01,   9.3400000000e-01
   3.2091070472e-01,   7.4421224100e-01,   9.3380000000e-01
   3.4304276344e-01,   7.3264283200e-01,   9.3150000000e-01
   3.4792313364e-01,   7.2157895700e-01,   9.3430000000e-01
   4.2957461002e-01,   7.9771434600e-01,   9.3010000000e-01
   4.6155749314e-01,   7.9129730600e-01,   9.3010000000e-01
   4.7617074844e-01,   7.5368202700e-01,   9.3440000000e-01
   4.5349624201e-01,   7.6139097900e-01,   9.2820000000e-01
   5.1173619359e-01,   7.7354539300e-01,   9.3390000000e-01
   5.6141762750e-01,   7.6624282100e-01,   9.3430000000e-01
   5.6376470187e-01,   7.6132871600e-01,   9.3060000000e-01
   6.2241630933e-01,   7.5334579200e-01,   9.3470000000e-01
   6.4619834465e-01,   7.8078847500e-01,   9.3140000000e-01
   6.9303282237e-01,   7.4379233500e-01,   9.3250000000e-01
   7.1236123937e-01,   7.5369929600e-01,   9.2960000000e-01
   7.1563685106e-01,   7.5774006700e-01,   9.3560000000e-01
   7.7059081806e-01,   7.6535318500e-01,   9.3270000000e-01
   8.1265554319e-01,   7.5538455200e-01,   9.3430000000e-01
   8.0545483520e-01,   7.7890021900e-01,   9.3160000000e-01
   8.3732129271e-01,   7.8292340300e-01,   9.3300000000e-01
   8.3575543594e-01,   7.6518080900e-01,   9.3070000000e-01
   8.7472291209e-01,   7.7884391600e-01,   9.3330000000e-01
   8.8231968034e-01,   7.6685403400e-01,   9.3430000000e-01
   8.9608590849e-01,   7.6024195600e-01,   9.3270000000e-01
   9.1422208161e-01,   7.4674843400e-01,   9.3470000000e-01
   9.3610355062e-01,   7.4418199800e-01,   9.3570000000e-01
   9.5050703519e-01,   7.7744082500e-01,   9.3430000000e-01
   9.5185421197e-01,   7.6197234800e-01,   9.3300000000e-01
   9.5841937459e-01,   7.8543905000e-01,   9.3340000000e-01
   9.5075461339e-01,   7.2660558700e-01,   9.2680000000e-01
   9.5057954879e-01,   7.5340677300e-01,   9.2960000000e-01
   9.5865545877e-01,   7.8109535600e-01,   9.3430000000e-01
   9.6389625509e-01,   7.6491231300e-01,   9.2980000000e-01
   9.6165925495e-01,   7.6436020100e-01,   9.3360000000e-01
   9.6259052813e-01,   7.7778082100e-01,   9.2660000000e-01
   9.6662711189e-01,   7.4753481800e-01,   9.3790000000e-01
   9.5309597169e-01,   7.5394559000e-01,   9.3290000000e-01
   9.6502791484e-01,   7.4969362800e-01,   9.3500000000e-01
   9.6275293220e-01,   7.7333231500e-01,   9.3820000000e-01
   9.6242004992e-01,   7.6717709000e-01,   9.3110000000e-01
   9.5826218638e-01,   7.8872401300e-01,   9.3020000000e-01
   9.6294110576e-01,   8.1890560300e-01,   9.3670000000e-01
   9.6821004809e-01,   7.8196992100e-01,   9.3390000000e-01
   9.6887452599e-01,   7.4476740300e-01,   9.3250000000e-01
   9.7197253796e-01,   7.5627411700e-01,   9.3100000000e-01
   9.7180610377e-01,   7.6755011800e-01,   9.2950000000e-01
   9.2699636255e-01,   7.4808949600e-01,   9.3290000000e-01
   9.7601152667e-01,   7.6205791100e-01,   9.3050000000e-01
   9.7425936235e-01,   7.4376917400e-01,   9.3500000000e-01
   9.7407913674e-01,   7.5166402900e-01,   9.3350000000e-01
   9.7339998923e-01,   7.9782050600e-01,   9.2990000000e-01
   9.6911573609e-01,   7.7296014300e-01,   9.3100000000e-01
   9.8098730451e-01,   7.7959887600e-01,   9.3350000000e-01
   9.7782645676e-01,   7.9024412200e-01,   9.3110000000e-01
   9.8017362466e-01,   7.7355483400e-01,   9.3080000000e-01
   9.7919594357e-01,   8.0060319600e-01,   9.3390000000e-01
   9.7956394382e-01,   7.7066393200e-01,   9.3520000000e-01
   9.4834172868e-01,   7.7712684000e-01,   9.3330000000e-01
   9.8078096658e-01,   7.6482088200e-01,   9.2990000000e-01
   9.7859623728e-01,   7.7189841000e-01,   9.3320000000e-01
   9.7784831551e-01,   7.7782715900e-01,   9.3540000000e-01
   9.7658110266e-01,   7.8344143300e-01,   9.3220000000e-01
   9.7756851818e-01,   8.1132136000e-01,   9.3180000000e-01
   9.7783777187e-01,   8.1154567800e-01,   9.3280000000e-01
   9.8269692574e-01,   7.8285827100e-01,   9.3300000000e-01
   9.8365080517e-01,   7.8280700500e-01,   9.3030000000e-01
   9.8084671638e-01,   7.7183144700e-01,   9.3640000000e-01
   9.8077325146e-01,   7.6435314600e-01,   9.3020000000e-01
   9.8338019303e-01,   7.9884452500e-01,   9.2910000000e-01
   9.8029385915e-01,   7.5754031200e-01,   9.3210000000e-01
   9.8267885337e-01,   7.5010121900e-01,   9.2810000000e-01
   9.8607126920e-01,   7.5568798800e-01,   9.3670000000e-01
   9.8518940095e-01,   7.5388243800e-01,   9.2990000000e-01
   9.8627324874e-01,   7.7812989100e-01,   9.2770000000e-01
   9.8284819252e-01,   7.8995667400e-01,   9.3160000000e-01
   9.8738224165e-01,   8.0281858300e-01,   9.3530000000e-01
   9.8772637705e-01,   7.8286637800e-01,   9.3550000000e-01
   9.8756176938e-01,   7.7090644000e-01,   9.2740000000e-01
   9.8654224934e-01,   7.9699681500e-01,   9.3290000000e-01
   9.8182568569e-01,   7.7864349300e-01,   9.3480000000e-01
   9.8826738673e-01,   7.6494580100e-01,   9.2840000000e-01
   9.8835541982e-01,   7.7816189900e-01,   9.2980000000e-01
